Time_s,Voltage_V
0.000646000,-0.002590
0.000648000,-0.001820
0.000650000,-0.001250
0.000652000,0.000220
0.000654000,0.004290
0.000656000,-0.003300
0.000658000,-0.005630
0.000660000,-0.002410
0.000662000,-0.000250
0.000664000,-0.000410
0.000666000,0.001130
0.000668000,-0.003000
0.000670000,0.002020
0.000672000,-0.002720
0.000674000,0.000270
0.000676000,-0.000070
0.000678000,-0.002660
0.000680000,-0.002250
0.000682000,-0.002730
0.000684000,0.000290
0.000686000,-0.000310
0.000688000,-0.002310
0.000690000,0.001100
0.000692000,0.000560
0.000694000,-0.001350
0.000696000,-0.000370
0.000698000,-0.002540
0.000700000,-0.001550
0.000702000,-0.001820
0.000704000,-0.005630
0.000706000,0.000520
0.000708000,-0.001820
0.000710000,-0.001030
0.000712000,-0.000810
0.000714000,0.003620
0.000716000,-0.000880
0.000718000,-0.002640
0.000720000,0.000350
0.000722000,0.001680
0.000724000,-0.001280
0.000726000,-0.000300
0.000728000,-0.001880
0.000730000,-0.000320
0.000732000,-0.000600
0.000734000,-0.001290
0.000736000,0.001920
0.000738000,-0.001700
0.000740000,-0.002970
0.000742000,-0.000220
0.000744000,-0.000870
0.000746000,0.000700
0.000748000,-0.000580
0.000750000,0.001040
0.000752000,-0.002640
0.000754000,0.000970
0.000756000,-0.001390
0.000758000,-0.001360
0.000760000,0.000000
0.000762000,0.003770
0.000764000,0.003840
0.000766000,0.002120
0.000768000,-0.000470
0.000770000,-0.001170
0.000772000,-0.001360
0.000774000,0.001420
0.000776000,-0.000190
0.000778000,-0.001730
0.000780000,0.001170
0.000782000,-0.004740
0.000784000,0.001050
0.000786000,-0.002480
0.000788000,-0.006470
0.000790000,-0.001050
0.000792000,0.004350
0.000794000,-0.003560
0.000796000,0.000440
0.000798000,-0.001030
0.000800000,0.000750
0.000802000,0.002610
0.000804000,-0.001670
0.000806000,-0.000260
0.000808000,0.001980
0.000810000,0.001120
0.000812000,-0.002350
0.000814000,-0.001520
0.000816000,-0.001750
0.000818000,0.001120
0.000820000,-0.001410
0.000822000,-0.001230
0.000824000,-0.001490
0.000826000,0.001850
0.000828000,-0.002920
0.000830000,-0.000440
0.000832000,0.001040
0.000834000,-0.001980
0.000836000,0.001920
0.000838000,0.000200
0.000840000,0.001920
0.000842000,0.000470
0.000844000,-0.003610
